Type,Hash,Name,Parameters,Return,ConversionKey,Conversion,NegatedConversion,ParseType,ParseRule,Notes
Action,B1A17C4A,CameraSetDemoParam,CameraParamKey: str; CameraInterpolateKey: str; CameraTargetKey: str; AdjustAngleYOnEnter: bool; AdjustAngleYOnLeave: bool; UseNearCulling: bool; Arg: int,,,,,,,
Action,B238D0DA,SetKappeiIslandReturnPos,,,,,,,,
Action,B258A785,WherearenUnreceivedPayTagSet,Param0: int,,,,,,,
Action,B276599F,SetCatalogFlagPhotoStudioPreset,,,,,,,,
Action,B296A646,SuspendSharePlayCtrlCheck,,,,,,,,
Action,B2F23005,MncBoxSetTagItem,,,,,,,,
Action,B30AE913,OpenSelectedSequenceCraftRecipe,,,,,,,,
Action,B3426E81,SetItemNameUpdate,ItemTarget: str; TagType: str; ID: int,,,,,,,
Action,B3984C7D,NetSendMailPreProc,FlowType: str,,,,,,,
Action,B3D0A0EC,OwlFossilAppraise,,,,,,,,
Action,B3E50174,SendBirthDayMessage,,,,,,,,
Action,B3FD004D,NpcVisitQuestGoHome,,,,,,,,
Action,B40617B2,WaitDownloadMyDesignDataForPreview,,,,,,,,
Action,B433CB9C,SetTagItemNameDirect,ItemUniqueId: int; SetNum: int; TagType: int; TagId: int,,,,,,,
Action,B4481DBE,StoreNormalCamera,IsImmediately: bool; CameraInterpolateKey: str,,,,,,,
Action,B44B7F2B,BeySetFishToy,,,,,,,,
Action,B49572FA,SetMncBoxMateriel,,,,,,,,
Action,B4B00DCF,UISonkatsuPointDisappear,,,,,,,,
Action,B501F362,NetUploadResortUnlock,IsForce: bool; SkipError: bool,,,,,,,
Action,B5089008,SetChristmasPresentNpcTag,,,,,,,,
Action,B518FCE0,SystemSetVisitQuestPlayerEnterFlag,,,,,,,,
Action,B5262783,ReservePlayerTicketGetDemo,EventFileName: str; EntryPointName: str,,,,,,,
Action,B5583636,NextLPFadeFollowUI,,,,,,,,
Action,B5A85A78,UIPortfolioPromotionFromSetting,,,,,,,,
Action,B603CB42,DropIntoPostOffice,TmpMailInstance: str,,,,,,,
Action,B630A43E,UIThemeDisappear,,,,,,,,
Action,B63ECEDD,MilagePackageSend,,,,,,,,
Action,B663E4F7,MessageLockNext,WaitIconType: int,,,,,,,
Action,B689B839,SaveDownloadBackup,,,,,,,,
Action,B6C3BE7C,PynSetExchangeItem,ItemUniqueId: int,,,,,,,
Action,B6E40942,NetSearchDream,Type: str,,,,,,,
Action,B6ECC7D0,EquipPinataStick,,,,,,,,
Action,B7065BC3,UINetConnectWaitAppear,,,,,,,,
Action,B7110AEC,NetWherearenGetFollowList,,,,,,,,
Action,B7645A45,UIMsgCardEditTextHandling,TempFormType: str,,,,,,,
Action,B7ACA13B,StartReadAmiibo,EntryVariableKeyInt_ReadPadId: str; IsContinueSearch: bool,,,,,,,
Action,B7D1B441,PlayerCookingGetDemo,IsSkipGetDemoCameraPop: bool; IsSkipFanfareSE: bool,,,,,,,
Action,B8008D34,NetGoToDream,,,,,,,,
Action,B97337A1,NpcAISetting,SettingType: int; Flag: bool,,,,,,,
Action,B9A481B3,PlayerDemoTurnToStarter,,,,,,,,
Action,BA2280DB,NpcAISetPosByNextInfo,NextGoTo: str; OffsetX: int; OffsetZ: int,,,,,,,
Action,BA4E5EB1,PlayerOpenDiveFishGetMessage,,,,,,,,
Action,BA6C5EA9,ControllerConnectBegin,,,,,,,,
Action,BB134120,ResetNpcScheduleForStart,,,,,,,,
Action,BB36A6CD,UIConstructionPortfolioSNSShareDisappearHandling,,,,,,,,
Action,BB608656,SetDefaultWaitAs,NpcWaitAsType: str,,,,,,,
Action,BB8640A1,PlayerToolTakeoff,,,,,,,,
Action,BC01E406,UpdateUISelectedNpcLastTalkDate,,,,,,,,
Action,BC49B173,SelectRewardItemWherearenNPC,,,,,,,,
Action,BC70AEE8,SaveAfterGrowUp,,,,,,,,
Action,BC8FA974,PlayerRequestSimple,AsCommand: str; WaitFinish: bool,,,,,,,
Action,BC93A969,NpcAIDefaultSetting,ClearPreset: int,,,,,,,
Action,BD75A135,AlpRemakePayment,,,,,,,,
Action,BDE7FE78,CompleteSettlerQuestSubject,SettlerType: int,,,,,,,
Action,BE039C90,UIDateCreate,CreateDateType: str,,,,,,,
Action,BE0BA54C,UIAddresseeFriendHandling,,,,,,,,
Action,BE6BE6A1,PlayerSetupForNpcQuestPVisit,,,,,,,,
Action,BF4EF085,TtlSetItemTool,,,,,,,,
Action,BF820603,DeleteRequireExchangeItem,,,,,,,,
Action,BF8A2E66,BuildStructurePlayReport,StructureType: str; StructureBuildPosType: str; StructureBuildTiming: str,,,,,,,
Action,C03D6A4E,SeoWarpBuoyOut,,,,,,,,
Action,C05E53EF,SetItemToNpcStockList,NpcStockTarget: int; GetRoute: int,,,,,,,
Action,C1260C6C,SetHalloweenRewardFlag,,,,,,,,
Action,C14D37FA,NetUploadCatalog,ForceUpload: bool; SkipError: bool,,,,,,,
Action,C15BD681,NpcSetHitTimer,Timer: int,,,,,,,
Action,C1D52163,DeleteUnfinishMail,,,,,,,,
Action,C264A96C,NpcSetShowFlag,,,,,,,,
Action,C29AAC36,NetUploadPlayerMemories,IsForce: bool; SkipError: bool,,,,,,,
Action,C2D5D4AD,NpcRegistAIBlackBoard,Key: str; Value: int,,,,,,,
Action,C2E61838,PublicWorksSetBell,TagID: int; MoneyType: str,,,,,,,
Action,C3080732,UIMyDesignFireworksCreate,,,,,,,,
Action,C3399AAD,EventCstmAction,Type: int,,,,,,,
Action,C39DD70D,ReturnAttachedPresentToBaggage,,,,,,,,
Action,C3C9CD26,TentItemToLostItemBox,,,,,,,,
Action,C3CB0E49,SpecialDemoStart,Kind: str,,,,,,,
Action,C4302970,SummonUISelectNpc,,,,,,,,
Action,C43F43E1,PlayerPlayWaitAnimation,,,,,,,,
Action,C46CFB8B,NpcInitializeActivity,VillagerIndex: int,,,,,,,
Action,C4E3F1F4,WherearenTakeOnNpcOrder,OrderType: str; ThemeIndex: str; ReformType: str; MovingType: str; NewType: str,,,,,,,
Action,C4FECA7B,TurnOffEventPlazaDuckingJudge,,,,,,,,
Action,C521F2EB,SystemBGMVolumeChange,TargetDecibel: float; FadeSec: float; FadeCurveType: int; DelaySec: float,,,,,,,
Action,C542815E,NetWherearenRemoveFollowList,Type: str,,,,,,,
Action,C5562D5F,OpenMessageStampRackSpotName,,,,,,,,
Action,C5740B9F,PlayerPulloutSmoothie,,,,,,,,
Action,C59BB5E2,DeleteFutureMail,,,,,,,,
Action,C5AB381C,PlayerWaitAsFinish,,,,,,,,
Action,C6169722,NetMoveSessionFinalize,,,,,,,,
Action,C62206E0,EndReadAmiibo,,,,,,,,
Action,C6500189,SetMemoryValuePlayer,AccessKey: str; AddValue: int,,,,,,,
Action,C66FDA40,NpcRequestAction,ActionIdx: int,,,,,,,
Action,C6A78BBD,PlayerBirthdayStopOriginalBGM,,,,,,,,
Action,C77118D3,UIMapRemoveCreate,,,,,,,,
Action,C7B9C683,SetLookAtTargetObject,LookAtTargetObject: str,,,,,,,
Action,C7BC5F83,AnnounceNpcBirthday,,,,,,,,
Action,C7C66ECD,NpcVoiceEchoOn,,,,,,,,
Action,C813C7B2,PlayerStyling,,,,,,,,
Action,C8226380,WherearenSetTagFacilityNpcName,WherearenNpcRole: str; IsFar: bool; IsFirstNpcOnCastUI: bool; ID: int,,,,,,,
Action,C8BFC85F,TukDeleteFood,TukFood: int,,,,,,,
Action,C905D667,SetBirthdayPresentFlag,,,,,,,,
Action,C917444A,UIShopBuyReselectionAppear,,,,,,,,
Action,C91CB8D5,UIPortfolioPromotionDisappear,,,,,,,,
Action,C93040F6,RadioGymnasticsSpecialSceneEnter,,,,,,,,
Action,C930DC34,SaveSetFromUIResult,SaveType: str,,,,,,,
Action,C99B7128,ClearBoxTransfer,,,,,,,,
Action,C9DF6B8B,PlayerOutfitFieldMakeToolKit,FieldMakeToolKit: str,,,,,,,
Action,C9E364D6,SetDeliveryClothToChange,ClothType: int,,,,,,,
Action,C9F2BAE1,PlayerChangeOutfitAndToolForAfterParty,,,,,,,,
Action,CA0BED65,UIFullScreenCaptureFaderDisappear,,,,,,,,
Action,CA10EA5E,WherearenDecideSalary,,,,,,,,
Action,CA26FC9E,UIPostCastHandling,,,,,,,,
Action,CA3C0F71,DecideEventReward,RewardType: str,,,,,,,
Action,CA5D8796,FtrChangeSwitch,IsOn: bool,,,,,,,
Action,CA9B5B6A,UIWherearenInspectUserDisappear,,,,,,,,
Action,CAC00189,UIClosetCreate,,,,,,,,
Action,CB35C5F5,NpcPlayerActivity,ActivityType: str,,,,,,,
Action,CB9DE4AB,TkkLiveNpcSetStickLight,IsStoreTool: bool,,,,,,,
Action,CBBD8B87,SetDeliverNum,EntryVariableKeyInt_DeliverNum: str; ItemUniqueID: int; AccessKey: str,,,,,,,
Action,CC089CB8,ResetMoneyBoxCount,,,,,,,,
Action,CC226D94,UIMyDesignExchangeInfoHandling,Type: str,,,,,,,
Action,CC404136,ChySetInsectToy,,,,,,,,
Action,CC7FC8AF,StopLiveMusicShufflePlay,,,,,,,,
Action,CCE977BA,SzaAchievementChangeSymbol,ChangeSymbolType: str,,,,,,,
Action,CD5C7634,PlayerMoveToKppBoat,,,,,,,,
Action,CDB158AA,SystemBGMVolumeFadeIn,FadeSec: float; FadeCurveType: int; DelaySec: float,,,,,,,
Action,CDBDB9D7,WherearenTakeOnFacilityOrder,OrderID: str; OrderType: str,,,,,,,
Action,CDF059F1,NpcSetExchangeMoney,AddType: str; PriceType: str; EntryVariableKeyInt_ItemPrice: str; EntryVariableKeyBool_Reverse: str,,,,,,,
Action,CEC4357B,PlayerBirthdayForbidStartUI,ForbidUIType: int,,,,,,,
Action,CEEC247D,StructureStartPreviewGuide,StructureType: str; StructureBuildPosType: str; StructureBuildTiming: str,,,,,,,
Action,CF074723,NpcDisableServiceMotion,,,,,,,,
Action,CFAA4558,NetCommon,Command: str; IsErrorHandling: bool,,,,,,,
Action,CFB3CA3E,ReservePlayerMutterDemo,EventFileName: str; EntryPointName: str; MutterStartTiming: str; IsResistNpcCast: bool,,,,,,,
Action,D068E828,NpcOpenRumorMessage,,,,,,,,
Action,D073D06A,AddMoneyBoxCount,,,,,,,,
Action,D0AB4303,UnlockRandomItemRemakeCommonPattern,,,,,,,,
Action,D0D947B6,SetSubflowResult,ResultValue: int; SetIndex: int,,,SubflowResults<.actor_secondary>[<SetIndex>] = <ResultValue>,,function,"ID(""SubflowResults"")
ACTOR(.name=""EventFlowSystemActor"")
LSQUARE()
VALUE(SetIndex=INT)
RSQUARE()
ASSIGN()
VALUE(ResultValue=INT)",
Action,D0E44D76,CalcJuneBrideScore,,,,,,,,
Action,D0FAE939,DemoShareStartEnd,,,,,,,,
Action,D1187690,WherearenCompleteDemoCameraWait,WaitFrame: int; SkipWaitFrame: int,,,,,,,
Action,D12367FA,SetSpecialPos,SetPosType: str,,,,,,,
Action,D1F992D7,SetMemoryEventPlayer,AccessKey: str,,,,,,,
Action,D206CBD8,NetWherearenPostToSNS,Type: str,,,,,,,
Action,D2075AFE,SchoolEvent,Timing: str,,,,,,,
Action,D21FCFFF,TelopEnd,,,,,,,,
Action,D24D24AC,SetMemoryEventLandEvaluation,,,,,,,,
Action,D2EA2ACA,OpenMessageStampRackSpotExplain,,,,,,,,
Action,D337D68F,WherearenPartyNpcSitDown,,,,,,,,
Action,D3815EE0,WherearenSetNpcOrderStartStage,NpcOrderStartStage: str,,,,,,,
Action,D3A090A3,PlayerBirthdayTurnBodyToTable,,,,,,,,
Action,D3AE779A,OpenMessageNameBoardArtExplain,EntryVariableKeyInt_LoopNum: str; DisplayNum: int,,,,,,,
Action,D3CB2D29,GulFreeAction,GulActionType: str,,,,,,,
Action,D432F49E,NpcChangeTurnDefaultState,StateName: str; SubEntryName: str; TalkEventFlowName: str; TalkEntryPointName: str; IsChangeSameState: bool; IsChangePreState: bool; ArgFlag0: bool; ArgInt0: int; ArgFloat0: float; ArgStr1: str; ...,,,,,,,
Action,D45BB236,NetReissuePassword,,,,,,,,
Action,D467EA86,ResetChocolateDemoHeadCtrlBeforeTalk,,,,,,,,
Action,D47C0E73,DeleteTargetItem,ItemUniqueId: int; DeleteNum: int; IsPriorityFewItems: bool,,,,,,,
Action,D4A2C64B,UIStudyDialogHandling,WindowType: str,,,,,,,
Action,D51734D7,SaveSimpleLoad,Process: str,,,,,,,
Action,D5437FFA,NetReceiveBcat,,,,,,,,
Action,D5815357,MuseumNameBoardArtCamera,EntryVariableKeyInt_LoopNum: str,,,,,,,
Action,D5FD1A4D,QuestStartOpenMessageWindow,MessageID: str; IsCloseMessageWindow: bool; IsEnd: bool,,,,,,,
Action,D66733E7,ChangeHouseMode,,,,,,,,
Action,D6771167,SetCalcPriceBySolo,,,,,,,,
Action,D6CE7492,UIPokiAppear,,,,,,,,
Action,D6F94680,SetKabuka,,,,,,,,
Action,D71EC1FE,SetIsStartNeedActivity,UpdateRequest: str,,,,,,,
Action,D7A099C4,OpenMessageWindow,MessageID: str; IsCloseMessageWindow: bool,,,,,,,
Action,D7EDC75A,SaveUpdateBackupCustomData,,,,,,,,
Action,D8628724,NetForceResetUser,,,,,,,,
Action,D91CEBE4,DecideEventRewardDIYRecipe,UnlockType: str,,,,,,,the last row in RecipeCraftParam with CraftUnlock=UnlockType is always the last reward
Action,D9427BD8,UIWherearenInspectListDisappear,,,,,,,,
Action,D9B72F35,PlayerSetLoan,Bells: int,,,,,,,
Action,D9F2ECCE,VillageScoreLifeReflectLandSave,,,,,,,,
Action,DAC7D4B3,ResetNpcSchedule,,,,,,,,
Action,DAC844A7,UICafeMenuReselectionAppearHandling,,,,,,,,
Action,DAD75377,ReturnMolMobFromCafe,,,,,,,,
Action,DADE017C,UIStorageHandling,,,,,,,,
Action,DB25079B,SloTagSet,Param0: int; Param1: int; Param2: int; EntryVariableKeyInt_EachWeedPrice: str; EntryVariableKeyInt_TotalWeedPrice: str; EntryVariableKeyInt_WeedNum: str,,,,,,,
Action,DB5FF2D3,OwlWakeUp,OwlChangeType: str,,,,,,,
Action,DC696A44,PreviewStructure,StructureType: str; StructureBuildPosType: str; StructureBuildTiming: str,,,,,,,
Action,DCF83043,UIMiniGameFinishAppear,,,,,,,,
Action,DD118F8D,NpcSetTradeFtrInfo,EntryVariableKeyInt_ItemPrice: str,,,,,,,
Action,DD39B5AE,UseCracker,,,,,,,,
Action,DD6AD3E4,UICatalogGiftHandling,,,,,,,,
Action,DDBAEA9F,DecideFreeIReward,,,,,,,,
Action,DE16A883,WakeUpInWherearenFacility,,,,,,,,
Action,DE2AF08C,UIRadioGymnasticsOperationGuideAppear,OperationMode: int,,,,,,,
Action,DE936F5F,SoundDuckingOn,Id: int,,,,,,,
Action,DEA60753,BoaBuyDone,,,,,,,,
Action,DF1C789E,UIPokiDisappear,,,,,,,,
Action,DF261232,NpcVoiceEchoOff,,,,,,,,
Action,DF77ABEF,FadeOut,FadeOutKindString: str; FadeInKindString: str; FadeColorString: str; FadeOutSpeed: float; FadeInSpeed: float; IsUseDucking: bool,,,,,,,
Action,DF825FAB,SettingCustomerAIForCancelOrder,,,,,,,,
Action,DFD681B4,DecideFreeIType,,,,,,,,
Action,E006D73B,PooWarpCommune,IsShopOpen: bool,,,,,,,
Action,E0854BA1,NetWherearenDownloadOpusData,,,,,,,,
Action,E0AFBBAA,EventFlagOffAllLiver,AccessKey: str,,,,,,,
Action,E0BE2D17,PlayerFortuneCloseEyes,,,,,,,,
Action,E0D7E8F7,ItemSelectToLostItemBox,,,,,,,,
Action,E0F3678C,TalkCamera,IsInterpolate: bool; CameraInterpolateKey: str; Option: int,,,,,,,
Action,E0FECC2E,UICoordinateEditHandling,,,,,,,,
Action,E1658FAF,PlayerStartAnimeBedWaitWithHandsClaspedOpenEyes,,,,,,,,
Action,E1DBF7B5,CheckNfpController,EntryVariableKeyInt_NpadId: str,,,,,,,
Action,E2356577,SaveCopyToEnv,,,,,,,,
Action,E23F617C,NetJoinSessionVillage,,,,,,,,
Action,E25B04AD,CafeMainPlayerLookAtTable,,,,,,,,
Action,E30E406F,UIShopBuyTailorCreate,,,,,,,,
Action,E340726C,OwlPosterBuySelect,,,,,,,,
Action,E3C72E5D,EntryVariableAdd,Key: str; AddValue: int,,,<<Key>><.actor_secondary> += <AddValue>,,function,"ID(Key)
ACTOR(.name=""EventFlowSystemActor"")
PASSIGN()
VALUE(AddValue=INT)",
Action,E4141E96,SetChocolateDemoWherearenScene,,,,,,,,
Action,E4526B41,MarketShowcase,ShowcaseAction: str,,,,,,,
Action,E4784F66,UIMyDesignExchangeSearchHandling,,,,,,,,
Action,E489DB93,TapSmoke,SmokeTypeString: str,,,,,,,
Action,E48FBE85,UIShopBuyDisappear,,,,,,,,
Action,E4959DC4,BptDecideReward,RewardType: int,,,,,,,
Action,E4985EAC,SetNpcExteriorReserveFlag,ToOn: bool,,,,,,,
Action,E4FD4E10,UIWherearenInspectListReSelection,,,,,,,,
Action,E56DF47E,NpcRumorResetLastDenyTime,,,,,,,,
Action,E5B4BDA8,SetOrderBeforeItem,ItemType: str,,,,,,,
Action,E5C4544E,NpcOpenFacilityMessage,,,,,,,,
Action,E5CA8312,PynSetEggExchangeRate,ExchangeNum: int,,,,,,,
Action,E5D16282,NpcSetPlayerProfileComment,,,,,,,,
Action,E630F58C,PlayerHouseSetRoofColor,RoofColor: str,,,,,,,
Action,E63CB81C,NetDemoLock,Situation: int,,,,,,,
Action,E6E86500,TkkLiveEnter,,,,,,,,
Action,E712576C,PlayerSetCookingRecipe,UnlockType: str; ItemUniqueId: int,,,,,,,
Action,E75E27EE,NextGoTo,NextInfoKey: str; FadeOutKindString: str; FadeInKindString: str; FadeColorString: str; FadeOutSpeed: float; FadeInSpeed: float,,,,,,,
Action,E78D9E9A,WherearenOrderCallback,CallBackTiming: str,,,,,,,
Action,E83F2061,SwapSpeaker,SwapSpeaker: str; DispNameTag: bool,,,,,,,
Action,E893B680,PlayerPinataWait,,,,,,,,
Action,E8C4C341,NpcDecideSantaMission,,,,,,,,
Action,E8F28D82,BuildStructureErrorMsg,StructureType: str; StructureBuildPosType: str; StructureBuildTiming: str,,,,,,,
Action,E90EC468,SetNpcInteriorReserveFlag,ToOn: bool,,,,,,,
Action,E94351D6,RegistValentinePresentInfo,,,,,,,,
Action,E973965E,CreateWherearenAmiiboNpc,,,,,,,,
Action,E996D402,PlayerStretch,,,,,,,,
Action,E9A74DC3,NpcDelivery,Command: int; Option: str,,,,,,,
Action,E9DDF957,RunCheckArtCamera,,,,,,,,
Action,EA5A8E6F,SetTagFromUIResult,TagType: str; TagID: int,,,,,,,
Action,EADC4252,UIWaitReceivingMailAppear,,,,,,,,
Action,EAE201B0,BuildOffice,,,,,,,,
Action,EAE5AE54,UICreatureHarvestBoxHandling,mMode: int,,,,,,,
Action,EAFBBAFB,ReplaceWherearenTorso,,,,,,,,
Action,EB310AF6,NpcQuestFlagOn,QuestFlag: str,,,<.actor>.QuestFlags[<QuestFlag>] = true,,function,"ACTOR()
DOT()
ID(""QuestFlags"")
LSQUARE()
VALUE(QuestFlag=STRING)
RSQUARE()
ASSIGN()
ID(""true"")",
Action,EB9AA080,PlayerResetCraftRecipe,UnlockType: str,,,,,,,
Action,EBB01551,PublicWorksSetName,TagID: int,,,,,,,
Action,EBDEFF88,NpcQuestFlagOff,QuestFlag: str,,,<.actor>.QuestFlags[<QuestFlag>] = false,,function,"ACTOR()
DOT()
ID(""QuestFlags"")
LSQUARE()
VALUE(QuestFlag=STRING)
RSQUARE()
ASSIGN()
ID(""false"")",
Action,EBE719EF,UICookTableHandling,,,,,,,,
Action,EBFF503A,UIAmiiboPreviousNoticeGuideCreate,,,,,,,,
Action,EC00DB42,InsectFishBoxSellCalc,EntryVariableKeyInt_SellTotal: str; Rate: float,,,,,,,
Action,EC5264E8,PlayerExhausted,,,,,,,,
Action,ECA122FC,TurnNeck,TurnTarget: int; IsFast: bool,,,,,,,
Action,ECABF026,EndAmiiboPhone,,,,,,,,
Action,ECBF32D3,UITitleHandling,,,,,,,,
Action,ECFF35AD,EscapeBee,,,,,,,,
Action,ED773AC3,SonkatsuBuyDone,SetBaggage: bool,,,,,,,
Action,ED7B4FEC,NpcRumorOpenMessage,MessageBaseLabel: str; RumorMessageType: str,,,,,,,
Action,ED85EBAF,UIClosetBalloonAppearHandling,,,,,,,,
Action,EE6C2097,DeleteSelectedSettlerQuestInsideMaterial,SettlerType: int; InsideMaterialType: int,,,,,,,
Action,EE6DB3F7,WherearenStartStudyEditMode,,,,,,,,
Action,EE8FC787,SetNpcFeel,Feel: str; Second: int; Force: bool,,,,,,,
Action,EED2376A,FadeIn,IsWait: bool,,,,,,,
Action,EF5102B6,FtrCrsSocksRemovePresent,,,,,,,,
Action,EF5CCD50,SaveEnableBackupSetting,,,,,,,,
Action,EFD3595E,HghFreeAction,HghActionType: str,,,,,,,
Action,F01F470C,WaitCommuneDecoFortuneDisplayContentPreparation,,,,,,,,
Action,F07657BD,ItemRemove,,,,,,,,
Action,F08AEFB7,PlayerToolPutawayNoAction,,,,,,,,
Action,F1256DE9,SettingKppReactionPlayer,ReactionType: str,,,,,,,
Action,F1B52FC9,SystemSetInviteQuestEnterTime,,,,,,,,
Action,F1C49C34,SaveOnBackupRestoringSettingNotice,,,,,,,,
Action,F1DF837C,PlayerDemoTurn,Direction4: str,,,,,,,
Action,F1E01EED,SetWeatherPattern,PatternName: str,,,,,,,
Action,F1ED0547,UIPhotoCameraAppear,Mode: str,,,,,,,
Action,F27BDBA4,SaveVersionCheck,,,,,,,,
Action,F27D2E02,CommuneDonationDone,,,,,,,,
Action,F29152F4,AmiiboPhoneForbidTalkPlayerTurn,,,,,,,,
Action,F2D87EC1,SetDeliveryCategoryTag,,,,,,,,
Action,F33B0B31,PlayerStartAnimeBedWaitOpenEyes,,,,,,,,
Action,F3512386,SavingCountDown,Money: int; Reverse: bool,,,,,,,
Action,F39256AA,SystemSetInviteQuestNpcEnterFlag,,,,,,,,
Action,F3A7DD36,ChangeNpcPlace,NpcPlace: str,,,,,,,
Action,F3BAFE3E,NpcPinataCheer,,,,,,,,
Action,F3D56AA6,NpcOpenFreeMessage,OpenMessageType: str,,,,,,,
Action,F42E2D7A,WherearenStudyCaptureRequest,,,,,,,,
Action,F46B8B1E,MiniGameSilentCancel,,,,,,,,
Action,F4904D21,PutawayPinataStick,,,,,,,,
Action,F492B3C8,UIMenuProfileOthersHandling,,,,,,,,
Action,F56C530B,DreamUploadEffect,UploadEffectString: str,,,,,,,
Action,F5893D02,UIPostCreate,,,,,,,,
Action,F638A0A9,CafeCreateDrink,,,,,,,,
Action,F692308D,NpcChangeNameStatus,NameStatus: int,,,,,,,
Action,F74EB438,WherearenOperateNpcWithoutOfficer,OperateType: str,,,,,,,
Action,F7604665,UIRadioGymnasticsOperationGuideDisappear,,,,,,,,
Action,F7802FC5,EntryPlayerVillager,,,,,,,,
Action,F7F499C9,UIMusicBoxHandling,,,,,,,,
Action,F8591CF8,NpcDecideSelectSellBuyPrice,BuyPriceType: str,,,,,,,
Action,F8970BA3,AfterPartyBGMStart,,,,,,,,
Action,F89B5B6B,EventFlagAdd,AccessKey: str; AddNum: int,,,,,,,
Action,F8DA8111,NpcWaitTurn,,,,,,,,
Action,F948ABB1,SetCafeMainPlayer,,,,,,,,
Action,F9E4E7E6,TurnOffForceMaxVolumeForAudioMusic,,,,,,,,
Action,FA453B79,SetItemName,ItemTarget: int; TagType: int; ID: int,,,,,,,
Action,FAB9B115,SetNpcWherearenThemeTag,TagID: int,,,,,,,
Action,FAFAF278,NpcWarpCommune,,,,,,,,
Action,FB43ED3A,NpcResetHarvestFishExchangeWantItem,,,,,,,,
Action,FB47DCFE,UnlockManCatalogSpTabItem,,,,,,,,
Action,FB9E28E2,CeremonyLookAt,IsExcludeGuest: bool; Target: str; IsExcludeRco: bool; IsExcludeFacilitator: bool; OffsetX: float; OffsetY: float; OffsetZ: float,,,,,,,
Action,FBB674F7,StartSharePlay,,,,,,,,
Action,FBF234EE,SetPriceCalcItem,ItemType: int,,,,,,,
Action,FC08E9A7,WaitToRequestOrderDemo,,,,,,,,
Action,FC5C9367,SaveReservePlayerRegionLanguageUpdate,,,,,,,,
Action,FD048A38,DecideHandleNameMemory,SearchTarget: int,,,,,,,
Action,FD20D8CE,SaveWherearenGrowUp,,,,,,,,
Action,FD2629E0,PlayerDemoTurnAngle,TurnAngle: float,,,,,,,
Action,FD84823F,TkkLiveSyncPlayerAction,,,,,,,,
Action,FD99F276,WaitFlowSwitchTag,,,,,,,,
Action,FE93126A,UIMoneyDisappear,,,,,,,,
Action,FED602D4,SetSightRange,Angle: int; Distance: int,,,,,,,
Action,FEE3EC15,PlayReport,PlayReportKind: str; Num0: int,,,,,,,
Action,FEFFB0CD,CheckAoCWithEnsureNSO,PremiseLabel: str; Label: str; WithApplet: bool; UseCache: bool,,,,,,,
Action,FF957A7D,SzaUgcReset,ResetNpcUgcType: str,,,,,,,
Query,00117562,WherearenExistsTempSavePhoto,,inverted_bool,,,,,,
Query,00257DC0,IsBadSightCeremony,,inverted_bool,,,,,,
Query,0048A002,NetAllVisitorIsBestFriend,,inverted_bool,,,,,,
Query,004DA1E7,MoneyCapacity,AddMoney: int; SellType: str,int3,,,,,,
Query,00CB0524,MultiMessageCategoryItemSelectIncludeChoice,...,int,,,,,,
Query,00EC13FD,IsTouchedFtrFromPlayer,CheckTarget: int,inverted_bool,,,,,,
Query,019ECEA0,CheckHarvestSpecificPlace,HarvetPlace: int,inverted_bool,,,,,,
Query,01B1D44F,PlayerIsEquipedCap,,inverted_bool,,,,,,
Query,01BF8DD8,PercentChoice3,PercentA: int; PercentB: int; PercentC: int,int3,,,,,,
Query,025C3DF1,ReserveRegulation,,int7,,,,,,
Query,03472386,EventFlagMax,AccessKey: str,int,,,,,,
Query,03C69D83,MuseumNameboardIsStillHaveDonateItem,EntryVariableKeyInt_LoopNum: str,inverted_bool,,,,,,
Query,03DDE3D3,NpcIsTradableFtr,,inverted_bool,,,,,,
Query,03E5DF92,NetIsDreamUploader,,inverted_bool,,,,,,
Query,03ED3225,IsCheckLeaveGarden,,inverted_bool,,,,,,
Query,03FA4D92,BackupAgentExist,,inverted_bool,,,,,,
Query,04068465,IsWherearenNpcOrderIncludeOutdoorMustItem,,inverted_bool,,,,,,
Query,04AE7DF3,CatalogItem,ItemUniqueID: int,inverted_bool,,,,,,
Query,05410E31,NpcIsEquipItem,ItemUniqueID1: int; ItemUniqueID2: int; ItemUniqueID3: int; ItemUniqueID4: int; ItemUniqueID5: int; ItemUniqueID6: int; ItemUniqueID7: int; ItemUniqueID8: int; EquipRequireType: str,inverted_bool,,,,,,
Query,06046D46,DeliveryQuestReceiveNpcLook,,int8,,,,,,
Query,06659149,NetWherearenCanOpenMyDesign,,inverted_bool,,,,,,
Query,069F6FE4,PlayerHasCookingRecipe,UnlockType: str; ItemUniqueId: int,inverted_bool,,,,,,
Query,06CE0E9C,OwlDonationFakeRate,,int3,,,,,,
Query,06FE8E96,UIResultMenuDecide,,inverted_bool,,,,,,
Query,077C51AD,WherearenIsGradeUp,,inverted_bool,,,,,,
Query,07E12E7E,NetWherearenAddFollowFailReason,,int3,,,,,,
Query,083A8927,StructureIsExistBridgeNpcGarden,,inverted_bool,,,,,,
Query,0968E2E5,SystemCheckPastDaysFromPlayerMade,CheckDays: int,bool,,<.name>() < <CheckDays>,<.name>() >= <CheckDays>,predicate,"ACTOR()
DOT()
ID(""SystemCheckPastDaysFromPlayerMade"")
LPAREN()
RPAREN()
CMP(.negated=['<', '>='].index(__value))
VALUE(CheckDays=INT)",
Query,09C3E8EA,NetMoveMissingSaveExtension,,inverted_bool,,,,,,
